/* DATA DESCRIPTION:
Citation:	Gimsa, Justus; Tanski, George; Irrgang, Anna Maria; Fritz, Michael; Lantuit, Hugues; Radosavljevic, Boris (2021): Current velocity measurements from upward-looking ADCP at Qikiqtaruk during the Yukon Coast 2015 expedition of the AWI. Alfred Wegener Institute - Research Unit Potsdam, PANGAEA, https://doi.org/10.1594/PANGAEA.931914
Abstract:	The dataset compiles water current velocities and direction measured by a platform-based upward looking Acoustic Doppler Current Profiler. Data was acquired in July/August 2015 during the Yukon Coast 2015 expedition to the Herschel Island – Qikiqtaruk coastal observatory, conducted by the Alfred Wegener Institute in Potsdam, Germany. Goal of this project was to find drivers that control nearshore currents and to map their spatio-temporal variation. These currents might play an important role in the transport process of sediments and organic matter in the nearshore zone of the Arctic Ocean. The sediments mainly originate from the rapidly eroding permafrost coasts. The columns of this data file include Date/Time, height above the seafloor of the respective measurement cell (bin), current velocity in east-west direction and current velocity in north-south direction.
Keyword(s):	Acoustic Current Doppler Profiler; ADCP; ADCP data; Arctic Ocean; Arctic Shelf; Beaufort Sea; Coastal erosion; currents; current velocity; Herschel Island; hydrodynamics; Nearshore zone; permafrost; Qikiqtaruk; Yukon Coast
Project(s):	Permafrost Research (AWI_Perma) (URI: https://www.awi.de/en/science/geosciences/permafrost-research.html)
Coverage:	LATITUDE: 69.558393 * LONGITUDE: -138.914445
	DATE/TIME START: 2015-07-28T00:15:00 * DATE/TIME END: 2015-08-13T15:45:00
	MINIMUM ELEVATION: -11.0 m * MAXIMUM ELEVATION: -11.0 m
Event(s):	YC_2015_ADCP * LATITUDE: 69.558393 * LONGITUDE: -138.914445 * DATE/TIME START: 2015-07-28T00:00:00 * DATE/TIME END: 2015-08-13T00:00:00 * ELEVATION: -11.0 m * LOCATION: Beaufort Sea * CAMPAIGN: CA-Land_2015_YukonCoast (Yukon_Coast_2015) * BASIS: AWI Arctic Land Expedition * METHOD/DEVICE: Acoustic Doppler Current Profiling (ADCP) * COMMENT: Nearshore current measurement with an ADCP
Comment:	Data description:
	Setting: 4 Beam in 20 degree Janus configuration
	Deployment location: Latitude 69.558393 N / Longitude 138.914445 W
	Depth: ca. 11 meter - (varying with sea level)
	Number of cells (bins): 29
	Bin size: 0.50 meter 
	First bin: 1.60 meter 
	Measurements per hour: 4
	Pings per Ensemble: 50 
	Time/Ping: 18.00 s
	Data is given in "oceanographic convention" (i.e. the direction the current is directed to)
	Pre- and post-processing steps:
	Step 1 - Calibration of the instrument by following the calibration setup in the software (RD Instrument WinSC)
	Step 2 – Definition of planned deployment schedule and parameterization of the device (RD Instrument WinSc + RD Instrument PlanADCP)
	Step 3 - Deployment of the ADCP with a ZODIAC at the study site using a bottom mooring mounted on a stainless steel plate
	Step 4 - Retrieval of the instrument after 16 days
	Step 5 - Download of the collected data
	Step 6 - Opening of the data files with RDI Velocity
	Step 7 – Adjustment of the raw data for the following parameters using RDI Velocity software and the corresponding "Velocity Users Guide":
	a) Magnetic declination (accessed from https://www.ngdc.noaa.gov/geomag/calculators/magcalc.shtml#declination; Magnetic declination = 22.27 degree
	b) Salinity (average value derived from 6 point measurements through the water column with data ~0.3 meter) analysed from water column profiles retrieved with a handheld CastAway CTD near the ADCP mooring; Salinity = 24.91 ppt (parts per thousand)
	c) Speed of sound velocities were recalculated using temperature, salinity and depth
	d) Surface boundary: Contaminated upper bins were removed (blank) using the "Range to boundary - Intensity" function of Velocity, to remove measurements that were affected by turbulent air bubbles from wave action.
	Step 8 - Exporting the processed files to Matlab using the Velocity Export function; Data right after lowering the mooring system and after retrieving was removed; 
	Step 9 – Writing of txt-file in Matlab (tab delimiter, ISO 8601 date format, UTF-8, missing or removed data is left empty)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Gimsa, Justus (j.gimsa@googlemail.com) * COMMENT: Local time in Inuvik, Northwest Territories, Canada (UTC -6h)
	Height above sea floor/altitude [m] (Height) * PI: Gimsa, Justus (j.gimsa@googlemail.com) * COMMENT: Height above the sea floor in [m] of the respective lower bin boundary (First bin at 1.60m, bin size = 0.50m)
	Current velocity, east-west [cm/s] (Cur vel U) * PI: Gimsa, Justus (j.gimsa@googlemail.com) * METHOD/DEVICE: Acoustic Doppler Current Profiling (ADCP), RDI Workhorse Sentinel, 600 kHz
	Current velocity, north-south [cm/s] (Cur vel V) * PI: Gimsa, Justus (j.gimsa@googlemail.com) * METHOD/DEVICE: Acoustic Doppler Current Profiling (ADCP), RDI Workhorse Sentinel, 600 kHz
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	104413 data points
*/
Date/Time	Height [m]	Cur vel U [cm/s]	Cur vel V [cm/s]
2015-07-28T01:00:00	9.1	21.276	-9.793
2015-07-28T01:00:00	9.6	11.317	-12.739
2015-07-28T01:00:00	10.1	12.380	-14.363
2015-07-28T01:00:00	10.6		
2015-07-28T01:00:00	11.1		
2015-07-28T01:00:00	11.6		
2015-07-28T01:00:00	12.1		
2015-07-28T01:00:00	12.6		
2015-07-28T01:00:00	13.1		
2015-07-28T01:00:00	13.6		
2015-07-28T01:00:00	14.1		
2015-07-28T01:00:00	14.6		
2015-07-28T01:00:00	15.1		
2015-07-28T01:00:00	15.6		
2015-07-28T01:15:00	1.6	-7.600	12.291
2015-07-28T01:15:00	2.1	-6.654	14.603
2015-07-28T01:15:00	2.6	-4.943	12.714
2015-07-28T01:15:00	3.1	4.836	14.973
2015-07-28T01:15:00	3.6	7.496	13.559
2015-07-28T01:15:00	4.1	11.125	14.773
2015-07-28T01:15:00	4.6	6.100	10.676
2015-07-28T01:15:00	5.1	6.177	4.273
2015-07-28T01:15:00	5.6	8.676	-3.337
2015-07-28T01:15:00	6.1	5.365	-8.784
2015-07-28T01:15:00	6.6	8.131	-8.621
2015-07-28T01:15:00	7.1	14.805	-13.946
2015-07-28T01:15:00	7.6	22.953	-11.451
2015-07-28T01:15:00	8.1	29.513	-8.091
2015-07-28T01:15:00	8.6	24.123	-9.123
2015-07-28T01:15:00	9.1	19.860	-10.832
2015-07-28T01:15:00	9.6	14.336	-10.082
2015-07-28T01:15:00	10.1	9.327	-14.402
2015-07-28T01:15:00	10.6		
2015-07-28T01:15:00	11.1		
2015-07-28T01:15:00	11.6		
2015-07-28T01:15:00	12.1		
2015-07-28T01:15:00	12.6		
2015-07-28T01:15:00	13.1		
2015-07-28T01:15:00	13.6		
2015-07-28T01:15:00	14.1		
2015-07-28T01:15:00	14.6		
2015-07-28T01:15:00	15.1		
2015-07-28T01:15:00	15.6		
2015-07-28T01:30:00	1.6	-6.517	13.362
2015-07-28T01:30:00	2.1	-5.421	11.293
2015-07-28T01:30:00	2.6	-1.093	11.573
2015-07-28T01:30:00	3.1	5.376	14.973
2015-07-28T01:30:00	3.6	10.308	14.357
2015-07-28T01:30:00	4.1	11.267	15.908
2015-07-28T01:30:00	4.6	3.725	8.304
2015-07-28T01:30:00	5.1	5.504	-1.066
2015-07-28T01:30:00	5.6	11.074	-5.399
2015-07-28T01:30:00	6.1	7.781	-8.695
2015-07-28T01:30:00	6.6	10.224	-9.587
2015-07-28T01:30:00	7.1	14.775	-15.880
2015-07-28T01:30:00	7.6	20.172	-11.933
2015-07-28T01:30:00	8.1	29.068	-6.827
2015-07-28T01:30:00	8.6	26.048	-8.399
2015-07-28T01:30:00	9.1	23.163	-9.378
2015-07-28T01:30:00	9.6	18.401	-15.204
2015-07-28T01:30:00	10.1	12.207	-14.504
2015-07-28T01:30:00	10.6		
2015-07-28T01:30:00	11.1		
2015-07-28T01:30:00	11.6		
2015-07-28T01:30:00	12.1		
2015-07-28T01:30:00	12.6		
2015-07-28T01:30:00	13.1		
2015-07-28T01:30:00	13.6		
2015-07-28T01:30:00	14.1		
2015-07-28T01:30:00	14.6		
2015-07-28T01:30:00	15.1		
2015-07-28T01:30:00	15.6		
2015-07-28T01:45:00	1.6	-4.556	12.890
2015-07-28T01:45:00	2.1	-4.842	14.303
2015-07-28T01:45:00	2.6	-0.063	12.778
2015-07-28T01:45:00	3.1	8.657	16.125
2015-07-28T01:45:00	3.6	15.821	13.299
2015-07-28T01:45:00	4.1	19.873	13.693
2015-07-28T01:45:00	4.6	11.521	12.034
2015-07-28T01:45:00	5.1	8.724	3.885
2015-07-28T01:45:00	5.6	9.473	-6.689
2015-07-28T01:45:00	6.1	6.022	-8.518
2015-07-28T01:45:00	6.6	6.615	-11.031
2015-07-28T01:45:00	7.1	12.652	-13.179
2015-07-28T01:45:00	7.6	18.413	-10.458
2015-07-28T01:45:00	8.1	24.127	-8.908
2015-07-28T01:45:00	8.6	22.482	-10.287
2015-07-28T01:45:00	9.1	19.907	-9.449
2015-07-28T01:45:00	9.6	15.189	-11.732
2015-07-28T01:45:00	10.1	10.649	-12.791
2015-07-28T01:45:00	10.6		
2015-07-28T01:45:00	11.1		
2015-07-28T01:45:00	11.6		
2015-07-28T01:45:00	12.1		
2015-07-28T01:45:00	12.6		
2015-07-28T01:45:00	13.1		
2015-07-28T01:45:00	13.6		
2015-07-28T01:45:00	14.1		
2015-07-28T01:45:00	14.6		
2015-07-28T01:45:00	15.1		
2015-07-28T01:45:00	15.6		
2015-07-28T02:00:00	1.6	-3.327	13.251
2015-07-28T02:00:00	2.1	-4.186	12.738
2015-07-28T02:00:00	2.6	-0.685	13.898
2015-07-28T02:00:00	3.1	9.640	13.776
2015-07-28T02:00:00	3.6	19.735	17.315
2015-07-28T02:00:00	4.1	18.800	14.240
2015-07-28T02:00:00	4.6	9.340	8.820
2015-07-28T02:00:00	5.1	7.452	2.892
2015-07-28T02:00:00	5.6	9.592	-3.496
2015-07-28T02:00:00	6.1	10.744	-5.697
2015-07-28T02:00:00	6.6	8.385	-12.512
2015-07-28T02:00:00	7.1	11.833	-17.815
2015-07-28T02:00:00	7.6	18.034	-20.354
2015-07-28T02:00:00	8.1	27.419	-15.119
2015-07-28T02:00:00	8.6	24.748	-12.404
2015-07-28T02:00:00	9.1	21.918	-8.760
2015-07-28T02:00:00	9.6	14.596	-11.597
2015-07-28T02:00:00	10.1	8.806	-13.332
2015-07-28T02:00:00	10.6		
2015-07-28T02:00:00	11.1		
2015-07-28T02:00:00	11.6		
2015-07-28T02:00:00	12.1		
2015-07-28T02:00:00	12.6		
2015-07-28T02:00:00	13.1		
2015-07-28T02:00:00	13.6		
2015-07-28T02:00:00	14.1		
2015-07-28T02:00:00	14.6		
2015-07-28T02:00:00	15.1		
2015-07-28T02:00:00	15.6		
2015-07-28T02:15:00	1.6	-5.751	12.081
2015-07-28T02:15:00	2.1	1.103	12.192
2015-07-28T02:15:00	2.6	1.689	15.734
2015-07-28T02:15:00	3.1	10.691	12.912
2015-07-28T02:15:00	3.6	17.846	11.386
2015-07-28T02:15:00	4.1	20.808	10.174
2015-07-28T02:15:00	4.6	11.311	7.039
2015-07-28T02:15:00	5.1	7.997	-0.790
2015-07-28T02:15:00	5.6	10.082	-7.046
2015-07-28T02:15:00	6.1	8.314	-9.780
2015-07-28T02:15:00	6.6	9.542	-9.419
2015-07-28T02:15:00	7.1	8.738	-12.439
2015-07-28T02:15:00	7.6	16.624	-17.722
2015-07-28T02:15:00	8.1	22.915	-13.707
2015-07-28T02:15:00	8.6	24.679	-11.511
2015-07-28T02:15:00	9.1	21.390	-9.516
2015-07-28T02:15:00	9.6	14.746	-11.226
2015-07-28T02:15:00	10.1	10.711	-11.843
2015-07-28T02:15:00	10.6		
2015-07-28T02:15:00	11.1		
2015-07-28T02:15:00	11.6		
2015-07-28T02:15:00	12.1		
2015-07-28T02:15:00	12.6		
2015-07-28T02:15:00	13.1		
2015-07-28T02:15:00	13.6		
2015-07-28T02:15:00	14.1		
2015-07-28T02:15:00	14.6		
2015-07-28T02:15:00	15.1		
2015-07-28T02:15:00	15.6		
2015-07-28T02:30:00	1.6	-3.198	8.550
2015-07-28T02:30:00	2.1	4.854	10.007
2015-07-28T02:30:00	2.6	4.951	10.507
2015-07-28T02:30:00	3.1	10.290	9.294
2015-07-28T02:30:00	3.6	18.240	7.335
2015-07-28T02:30:00	4.1	18.712	8.222
2015-07-28T02:30:00	4.6	11.501	7.501
2015-07-28T02:30:00	5.1	7.091	-4.849
2015-07-28T02:30:00	5.6	9.957	-4.185
2015-07-28T02:30:00	6.1	9.985	-7.547
2015-07-28T02:30:00	6.6	8.613	-9.578
2015-07-28T02:30:00	7.1	9.806	-13.525
2015-07-28T02:30:00	7.6	15.695	-15.505
2015-07-28T02:30:00	8.1	20.757	-14.228
2015-07-28T02:30:00	8.6	25.688	-13.005
2015-07-28T02:30:00	9.1	22.853	-12.276
2015-07-28T02:30:00	9.6	18.374	-8.173
2015-07-28T02:30:00	10.1	12.023	-14.973
2015-07-28T02:30:00	10.6		
2015-07-28T02:30:00	11.1		
2015-07-28T02:30:00	11.6		
2015-07-28T02:30:00	12.1		
2015-07-28T02:30:00	12.6		
2015-07-28T02:30:00	13.1		
2015-07-28T02:30:00	13.6		
2015-07-28T02:30:00	14.1		
2015-07-28T02:30:00	14.6		
2015-07-28T02:30:00	15.1		
2015-07-28T02:30:00	15.6		
2015-07-28T02:45:00	1.6	-4.228	12.105
2015-07-28T02:45:00	2.1	-1.591	9.837
2015-07-28T02:45:00	2.6	5.857	14.567
2015-07-28T02:45:00	3.1	13.563	9.899
2015-07-28T02:45:00	3.6	17.993	8.841
2015-07-28T02:45:00	4.1	17.615	10.293
2015-07-28T02:45:00	4.6	13.880	3.285
2015-07-28T02:45:00	5.1	8.295	-2.965
2015-07-28T02:45:00	5.6	6.519	-4.399
2015-07-28T02:45:00	6.1	7.768	-6.099
2015-07-28T02:45:00	6.6	6.917	-10.289
2015-07-28T02:45:00	7.1	13.154	-15.112
2015-07-28T02:45:00	7.6	16.770	-11.298
2015-07-28T02:45:00	8.1	22.751	-13.315
2015-07-28T02:45:00	8.6	22.132	-16.412
2015-07-28T02:45:00	9.1	23.934	-11.747
2015-07-28T02:45:00	9.6	16.487	-11.723
2015-07-28T02:45:00	10.1	9.313	-14.728
2015-07-28T02:45:00	10.6		
2015-07-28T02:45:00	11.1		
2015-07-28T02:45:00	11.6		
2015-07-28T02:45:00	12.1		
2015-07-28T02:45:00	12.6		
2015-07-28T02:45:00	13.1		
2015-07-28T02:45:00	13.6		
2015-07-28T02:45:00	14.1		
2015-07-28T02:45:00	14.6		
2015-07-28T02:45:00	15.1		
2015-07-28T02:45:00	15.6		
2015-07-28T03:00:00	1.6	1.425	8.494
2015-07-28T03:00:00	2.1	2.583	11.586
2015-07-28T03:00:00	2.6	5.755	8.774
2015-07-28T03:00:00	3.1	13.922	10.509
2015-07-28T03:00:00	3.6	14.451	9.428
2015-07-28T03:00:00	4.1	17.451	8.307
2015-07-28T03:00:00	4.6	11.021	5.537
2015-07-28T03:00:00	5.1	2.322	-2.248
2015-07-28T03:00:00	5.6	3.522	-9.872
2015-07-28T03:00:00	6.1	2.211	-6.741
2015-07-28T03:00:00	6.6	8.726	-11.679
2015-07-28T03:00:00	7.1	14.059	-15.808
2015-07-28T03:00:00	7.6	20.329	-14.485
2015-07-28T03:00:00	8.1	26.555	-16.170
2015-07-28T03:00:00	8.6	22.996	-15.361
2015-07-28T03:00:00	9.1	20.333	-13.946
2015-07-28T03:00:00	9.6	15.269	-11.008
2015-07-28T03:00:00	10.1	9.799	-12.226
2015-07-28T03:00:00	10.6		
2015-07-28T03:00:00	11.1		
2015-07-28T03:00:00	11.6		
2015-07-28T03:00:00	12.1		
2015-07-28T03:00:00	12.6		
2015-07-28T03:00:00	13.1		
2015-07-28T03:00:00	13.6		
2015-07-28T03:00:00	14.1		
2015-07-28T03:00:00	14.6		
2015-07-28T03:00:00	15.1		
2015-07-28T03:00:00	15.6		
2015-07-28T03:15:00	1.6	-7.199	12.242
2015-07-28T03:15:00	2.1	-2.569	6.131
2015-07-28T03:15:00	2.6	5.468	7.811
2015-07-28T03:15:00	3.1	10.084	9.055
2015-07-28T03:15:00	3.6	15.692	6.650
2015-07-28T03:15:00	4.1	16.980	7.420
2015-07-28T03:15:00	4.6	7.427	2.038
2015-07-28T03:15:00	5.1	3.269	0.066
2015-07-28T03:15:00	5.6	4.289	-6.944
2015-07-28T03:15:00	6.1	4.546	-7.373
2015-07-28T03:15:00	6.6	7.704	-11.801
2015-07-28T03:15:00	7.1	13.842	-12.909
2015-07-28T03:15:00	7.6	21.879	-11.229
2015-07-28T03:15:00	8.1	19.488	-12.844
2015-07-28T03:15:00	8.6	24.618	-10.082
2015-07-28T03:15:00	9.1	26.305	-10.448
2015-07-28T03:15:00	9.6	12.382	-11.987
2015-07-28T03:15:00	10.1	9.171	-14.023
2015-07-28T03:15:00	10.6		
2015-07-28T03:15:00	11.1		
2015-07-28T03:15:00	11.6		
2015-07-28T03:15:00	12.1		
2015-07-28T03:15:00	12.6		
2015-07-28T03:15:00	13.1		
2015-07-28T03:15:00	13.6		
2015-07-28T03:15:00	14.1		
2015-07-28T03:15:00	14.6		
2015-07-28T03:15:00	15.1		
2015-07-28T03:15:00	15.6		
2015-07-28T03:30:00	1.6	0.414	5.234
2015-07-28T03:30:00	2.1	1.889	10.683
2015-07-28T03:30:00	2.6	5.435	8.258
2015-07-28T03:30:00	3.1	9.866	9.577
2015-07-28T03:30:00	3.6	15.070	5.393
2015-07-28T03:30:00	4.1	9.948	1.330
2015-07-28T03:30:00	4.6	5.311	2.148
2015-07-28T03:30:00	5.1	4.717	-0.094
2015-07-28T03:30:00	5.6	4.024	-7.592
2015-07-28T03:30:00	6.1	7.002	-11.405
2015-07-28T03:30:00	6.6	11.765	-10.330
2015-07-28T03:30:00	7.1	18.679	-9.811
2015-07-28T03:30:00	7.6	25.687	-15.923
2015-07-28T03:30:00	8.1	26.849	-12.292
2015-07-28T03:30:00	8.6	25.183	-11.610
2015-07-28T03:30:00	9.1	22.181	-17.622
2015-07-28T03:30:00	9.6	16.380	-13.841
2015-07-28T03:30:00	10.1	7.817	-13.901
2015-07-28T03:30:00	10.6		
2015-07-28T03:30:00	11.1		
2015-07-28T03:30:00	11.6		
2015-07-28T03:30:00	12.1		
2015-07-28T03:30:00	12.6		
2015-07-28T03:30:00	13.1		
2015-07-28T03:30:00	13.6		
2015-07-28T03:30:00	14.1		
2015-07-28T03:30:00	14.6		
